,token,normedProbCorrect,ifCorrect,numResponsesBefore,ifMatch,ifContextHumanFirst,ifPicked
21_lion_savannah, FALSE,0.5536175031419968,True,6,True,True,False
21_human_library, TRUE,0.5651318782478595,True,6,True,True,False
21_sheep_creek, FALSE,0.5535005556070803,True,6,True,True,False
21_human_store, TRUE,0.5465244867376388,True,6,True,True,True
21_chipmunk_hospital, FALSE,0.4340882875547124,False,6,False,True,False
22_soldier_skyscraper, TRUE,0.5109988728635342,True,7,True,True,False
22_student_library, TRUE,0.6736480514782414,True,7,True,True,False
22_lion_ocean, FALSE,0.4215248275610609,False,7,True,True,False
22_condor_delta, FALSE,0.5082790432531155,True,7,True,True,True
22_shark_house, FALSE,0.5175642498172915,True,7,False,True,False
23_bee_savannah, FALSE,0.647029307135785,True,8,True,True,False
23_chipmunk_delta, FALSE,0.5313157981835892,True,8,True,True,True
23_doctor_condominium, TRUE,0.4441211473464239,False,8,True,True,False
23_woman_restaurant, TRUE,0.5951378305826478,True,8,True,True,False
23_ant_condominium, FALSE,0.6495464710844158,True,8,False,True,False
24_soldier_museum, TRUE,0.3495153863417506,False,9,True,True,False
24_soldier_alley, TRUE,0.41225283151524117,False,9,True,True,True
24_banker_hospital, TRUE,0.3491902327695015,False,9,True,True,False
24_lion_cave, FALSE,0.6848250299902418,True,9,True,True,False
24_engineer_cave, TRUE,0.3529811482800751,False,9,False,True,False
25_sheep_ocean, FALSE,0.647976610509196,True,2,True,True,False
25_doctor_store, TRUE,0.4800501717168438,False,2,True,True,False
25_student_apartment, TRUE,0.49633411068871813,False,2,True,True,True
25_butcher_skyscraper, TRUE,0.4630971018577063,False,2,True,True,False
25_toddler_stream, TRUE,0.4445949115865885,False,2,False,True,False
26_chipmunk_forest, FALSE,0.6386724413514457,True,3,True,True,False
26_ant_savannah, FALSE,0.6474604623059357,True,3,True,True,False
26_architect_hospital, TRUE,0.4297116347467241,False,3,True,True,True
26_crocodile_cave, FALSE,0.5810570155136862,True,3,True,True,False
26_engineer_ocean, TRUE,0.36431630839074014,False,3,False,True,False
27_sheep_cave, FALSE,0.595981303198732,True,4,True,True,False
27_woman_office, TRUE,0.5828556057257659,True,4,True,True,False
27_butcher_museum, TRUE,0.3190078322479968,False,4,True,True,False
27_toddler_house, TRUE,0.4718106716807753,False,4,True,True,True
27_human_tundra, TRUE,0.37334104489972825,False,4,False,True,False
28_soldier_hospital, TRUE,0.5175585044136208,True,5,True,True,True
28_butcher_alley, TRUE,0.4528364796046915,False,5,True,True,False
28_crocodile_creek, FALSE,0.5919913866820831,True,5,True,True,False
28_salamander_lake, FALSE,0.6248043130827111,True,5,True,True,False
28_condor_hospital, FALSE,0.6225893099976361,True,5,False,True,False
29_lion_savannah, FALSE,0.530541480013389,True,6,True,True,True
29_human_library, TRUE,0.6059612057281075,True,6,True,True,False
29_sheep_creek, FALSE,0.6141969580342782,True,6,True,True,False
29_human_store, TRUE,0.6237341747598791,True,6,True,True,False
29_chipmunk_hospital, FALSE,0.7010283551138601,True,6,False,True,False
30_soldier_skyscraper, TRUE,0.3554593078041491,False,7,True,True,False
30_student_library, TRUE,0.5304151312402202,True,7,True,True,True
30_lion_ocean, FALSE,0.7392099204565801,True,7,True,True,False
30_condor_delta, FALSE,0.6511616528868306,True,7,True,True,False
30_shark_house, FALSE,0.7398918306003012,True,7,False,True,False
31_bee_savannah, FALSE,0.8093683890914017,True,8,True,True,False
31_chipmunk_delta, FALSE,0.7502684059887578,True,8,True,True,False
31_doctor_condominium, TRUE,0.4247875840197165,False,8,True,True,True
31_woman_restaurant, TRUE,0.6389426521316637,True,8,True,True,False
31_ant_condominium, FALSE,0.7275650557787378,True,8,False,True,False
32_soldier_museum, TRUE,0.4767547189877332,False,9,True,True,False
32_soldier_alley, TRUE,0.48814803552775254,False,9,True,True,True
32_banker_hospital, TRUE,0.7010587276640183,True,9,True,True,False
32_lion_cave, FALSE,0.7068390267242075,True,9,True,True,False
32_engineer_cave, TRUE,0.4549800816567634,False,9,False,True,False
33_sheep_ocean, FALSE,0.7279995936906432,True,2,True,False,False
33_doctor_store, TRUE,0.4270830931837203,False,2,True,False,False
33_student_apartment, TRUE,0.4544636690272071,False,2,True,False,True
33_butcher_skyscraper, TRUE,0.3944141182866709,False,2,True,False,False
33_toddler_stream, TRUE,0.404913658811553,False,2,False,False,False
34_chipmunk_forest, FALSE,0.6333837156523998,True,3,True,False,False
34_ant_savannah, FALSE,0.6356368975800312,True,3,True,False,False
34_architect_hospital, TRUE,0.4493510898274655,False,3,True,False,True
34_crocodile_cave, FALSE,0.6132094201652095,True,3,True,False,False
34_engineer_ocean, TRUE,0.342359343493084,False,3,False,False,False
35_sheep_cave, FALSE,0.6081287005622,True,4,True,False,False
35_woman_office, TRUE,0.6039728794004681,True,4,True,False,False
35_butcher_museum, TRUE,0.3291128455707162,False,4,True,False,False
35_toddler_house, TRUE,0.4747814721416484,False,4,True,False,True
35_human_tundra, TRUE,0.41354473399288927,False,4,False,False,False
36_soldier_hospital, TRUE,0.48204527344952536,False,5,True,False,False
36_butcher_alley, TRUE,0.49422765646610567,False,5,True,False,True
36_crocodile_creek, FALSE,0.5796411855928534,True,5,True,False,False
36_salamander_lake, FALSE,0.6336139596637751,True,5,True,False,False
36_condor_hospital, FALSE,0.6594874298037018,True,5,False,False,False
37_lion_savannah, FALSE,0.5169879362379678,True,6,True,False,True
37_human_library, TRUE,0.6380612723418362,True,6,True,False,False
37_sheep_creek, FALSE,0.5624440797463199,True,6,True,False,False
37_human_store, TRUE,0.6389285519372294,True,6,True,False,False
37_chipmunk_hospital, FALSE,0.6888381065010689,True,6,False,False,False
38_soldier_skyscraper, TRUE,0.6071964964047512,True,7,True,False,False
38_student_library, TRUE,0.7594407707915047,True,7,True,False,False
38_lion_ocean, FALSE,0.5872193035367063,True,7,True,False,False
38_condor_delta, FALSE,0.49788092268772693,False,7,True,False,False
38_shark_house, FALSE,0.49803542011001595,False,7,False,False,True
39_bee_savannah, FALSE,0.5477192443470019,True,8,True,False,True
39_chipmunk_delta, FALSE,0.5938788914292743,True,8,True,False,False
39_doctor_condominium, TRUE,0.7066303151296105,True,8,True,False,False
39_woman_restaurant, TRUE,0.7145393401877206,True,8,True,False,False
39_ant_condominium, FALSE,0.4430402380304127,False,8,False,False,False
40_soldier_museum, TRUE,0.556353460646502,True,9,True,False,False
40_soldier_alley, TRUE,0.8407279316166264,True,9,True,False,False
40_banker_hospital, TRUE,0.7268317630055056,True,9,True,False,False
40_lion_cave, FALSE,0.6913085187270366,True,9,True,False,False
40_engineer_cave, TRUE,0.5081627546987423,True,9,False,False,True
41_sheep_ocean, FALSE,0.6215723474715248,True,2,True,False,False
41_doctor_store, TRUE,0.5487150613946382,True,2,True,False,False
41_student_apartment, TRUE,0.6423439919269122,True,2,True,False,False
41_butcher_skyscraper, TRUE,0.4829473088848135,False,2,True,False,True
41_toddler_stream, TRUE,0.549750149658819,True,2,False,False,False
42_chipmunk_forest, FALSE,0.5244831540537988,True,3,True,False,False
42_ant_savannah, FALSE,0.5214501911661973,True,3,True,False,False
42_architect_hospital, TRUE,0.5832543389602973,True,3,True,False,False
42_crocodile_cave, FALSE,0.4736363052540361,False,3,True,False,False
42_engineer_ocean, TRUE,0.4847316235432139,False,3,False,False,True
43_sheep_cave, FALSE,0.563236250969484,True,4,True,False,False
43_woman_office, TRUE,0.6305791863952922,True,4,True,False,False
43_butcher_museum, TRUE,0.4735402515245634,False,4,True,False,False
43_toddler_house, TRUE,0.486020869038919,False,4,True,False,True
43_human_tundra, TRUE,0.4515541578825985,False,4,False,False,False
44_soldier_hospital, TRUE,0.6332038467317366,True,5,True,False,False
44_butcher_alley, TRUE,0.31032276062081776,False,5,True,False,False
44_crocodile_creek, FALSE,0.5405354592877918,True,5,True,False,False
44_salamander_lake, FALSE,0.5594367445540217,True,5,True,False,False
44_condor_hospital, FALSE,0.4935706818860094,False,5,False,False,True
45_lion_savannah, FALSE,0.46699371164143455,False,6,True,False,True
45_human_library, TRUE,0.5557583089326962,True,6,True,False,False
45_sheep_creek, FALSE,0.5803251073498114,True,6,True,False,False
45_human_store, TRUE,0.5624581246653196,True,6,True,False,False
45_chipmunk_hospital, FALSE,0.6350686500963215,True,6,False,False,False
46_soldier_skyscraper, TRUE,0.5393926997752769,True,7,True,False,True
46_student_library, TRUE,0.6154905722181748,True,7,True,False,False
46_lion_ocean, FALSE,0.6920301104737239,True,7,True,False,False
46_condor_delta, FALSE,0.6088457218773087,True,7,True,False,False
46_shark_house, FALSE,0.639824876245361,True,7,False,False,False
47_bee_savannah, FALSE,0.5022392250294697,True,8,True,False,True
47_chipmunk_delta, FALSE,0.5423056601450515,True,8,True,False,False
47_doctor_condominium, TRUE,0.6804474368573526,True,8,True,False,False
47_woman_restaurant, TRUE,0.7254290947321738,True,8,True,False,False
47_ant_condominium, FALSE,0.3567705007631184,False,8,False,False,False
48_soldier_museum, TRUE,0.4314896707747044,False,9,True,False,False
48_soldier_alley, TRUE,0.4403056885213676,False,9,True,False,False
48_banker_hospital, TRUE,0.3195052655540811,False,9,True,False,False
48_lion_cave, FALSE,0.698809001600185,True,9,True,False,False
48_engineer_cave, TRUE,0.4448228596277587,False,9,False,False,True
49_sheep_ocean, FALSE,0.582436296173424,True,2,True,True,False
49_doctor_store, TRUE,0.5614308676664288,True,2,True,True,False
49_student_apartment, TRUE,0.6052423060305463,True,2,True,True,False
49_butcher_skyscraper, TRUE,0.5445081385892934,True,2,True,True,False
49_toddler_stream, TRUE,0.5433053512183061,True,2,False,True,True
50_chipmunk_forest, FALSE,0.5602554376080474,True,3,True,True,False
50_ant_savannah, FALSE,0.6179927456294402,True,3,True,True,False
50_architect_hospital, TRUE,0.47842983628539204,False,3,True,True,True
50_crocodile_cave, FALSE,0.5724819311938405,True,3,True,True,False
50_engineer_ocean, TRUE,0.400053331130801,False,3,False,True,False
51_sheep_cave, FALSE,0.5912568471720837,True,4,True,True,False
51_woman_office, TRUE,0.6172882618469454,True,4,True,True,False
51_butcher_museum, TRUE,0.2923435198022233,False,4,True,True,False
51_toddler_house, TRUE,0.45150504381160095,False,4,True,True,True
51_human_tundra, TRUE,0.3969197962599139,False,4,False,True,False
52_soldier_hospital, TRUE,0.46533527522989354,False,5,True,True,False
52_butcher_alley, TRUE,0.5446254565568096,True,5,True,True,False
52_crocodile_creek, FALSE,0.5069766371776157,True,5,True,True,True
52_salamander_lake, FALSE,0.5317451165788061,True,5,True,True,False
52_condor_hospital, FALSE,0.6608130633360961,True,5,False,True,False
53_lion_savannah, FALSE,0.7689067336426973,True,6,True,True,False
53_human_library, TRUE,0.4660395800552086,False,6,True,True,False
53_sheep_creek, FALSE,0.7909008895474995,True,6,True,True,False
53_human_store, TRUE,0.4662465367494956,False,6,True,True,True
53_chipmunk_hospital, FALSE,0.8594551406937241,True,6,False,True,False
54_soldier_skyscraper, TRUE,0.34663028893752657,False,7,True,True,False
54_student_library, TRUE,0.6140179674302455,True,7,True,True,True
54_lion_ocean, FALSE,0.7620597512777594,True,7,True,True,False
54_condor_delta, FALSE,0.7143728222605235,True,7,True,True,False
54_shark_house, FALSE,0.8010205230462093,True,7,False,True,False
55_bee_savannah, FALSE,0.724431836816305,True,8,True,True,False
55_chipmunk_delta, FALSE,0.729633427540329,True,8,True,True,False
55_doctor_condominium, TRUE,0.5572270311034974,True,8,True,True,True
55_woman_restaurant, TRUE,0.7243564500081155,True,8,True,True,False
55_ant_condominium, FALSE,0.6467644503554278,True,8,False,True,False
56_soldier_museum, TRUE,0.5496462736578838,True,9,True,True,False
56_soldier_alley, TRUE,0.48275485804171464,False,9,True,True,True
56_banker_hospital, TRUE,0.6936569972818082,True,9,True,True,False
56_lion_cave, FALSE,0.7290694223487029,True,9,True,True,False
56_engineer_cave, TRUE,0.23074910197417933,False,9,False,True,False
57_sheep_ocean, FALSE,0.730021547387281,True,2,True,False,False
57_doctor_store, TRUE,0.39971921083290823,False,2,True,False,False
57_student_apartment, TRUE,0.4712669541920924,False,2,True,False,True
57_butcher_skyscraper, TRUE,0.4162746797299104,False,2,True,False,False
57_toddler_stream, TRUE,0.3909289732515379,False,2,False,False,False
58_chipmunk_forest, FALSE,0.6086704037031395,True,3,True,False,False
58_ant_savannah, FALSE,0.6317398518850411,True,3,True,False,False
58_architect_hospital, TRUE,0.4708059837401348,False,3,True,False,True
58_crocodile_cave, FALSE,0.5759868251690046,True,3,True,False,False
58_engineer_ocean, TRUE,0.37711045478911676,False,3,False,False,False
59_sheep_cave, FALSE,0.608071440767464,True,4,True,False,False
59_woman_office, TRUE,0.5900596712438877,True,4,True,False,False
59_butcher_museum, TRUE,0.35615968353936583,False,4,True,False,False
59_toddler_house, TRUE,0.5124171213447775,True,4,True,False,True
59_human_tundra, TRUE,0.38466561051850057,False,4,False,False,False
60_soldier_hospital, TRUE,0.5756616249322967,True,5,True,False,False
60_butcher_alley, TRUE,0.5413207766498475,True,5,True,False,False
60_crocodile_creek, FALSE,0.5035552325821856,True,5,True,False,True
60_salamander_lake, FALSE,0.6228716035210496,True,5,True,False,False
60_condor_hospital, FALSE,0.5155036909172219,True,5,False,False,False
61_lion_savannah, FALSE,0.698568889941064,True,6,True,False,False
61_human_library, TRUE,0.6497062387411471,True,6,True,False,False
61_sheep_creek, FALSE,0.8026062975134982,True,6,True,False,False
61_human_store, TRUE,0.5926067281789337,True,6,True,False,True
61_chipmunk_hospital, FALSE,0.8406334205422521,True,6,False,False,False
62_soldier_skyscraper, TRUE,0.49764825484264275,False,7,True,False,True
62_student_library, TRUE,0.6827026523337639,True,7,True,False,False
62_lion_ocean, FALSE,0.660548833906488,True,7,True,False,False
62_condor_delta, FALSE,0.5578321279103637,True,7,True,False,False
62_shark_house, FALSE,0.7181745686840404,True,7,False,False,False
63_bee_savannah, FALSE,0.5726079561829063,True,8,True,False,True
63_chipmunk_delta, FALSE,0.6761865760245561,True,8,True,False,False
63_doctor_condominium, TRUE,0.7538108627028632,True,8,True,False,False
63_woman_restaurant, TRUE,0.7714549797801651,True,8,True,False,False
63_ant_condominium, FALSE,0.41337910614720513,False,8,False,False,False
64_soldier_museum, TRUE,0.7763912311856153,True,9,True,False,False
64_soldier_alley, TRUE,0.7582617658675337,True,9,True,False,False
64_banker_hospital, TRUE,0.7821487756597607,True,9,True,False,False
64_lion_cave, FALSE,0.4689406850254404,False,9,True,False,True
64_engineer_cave, TRUE,0.6807642530255098,True,9,False,False,False
65_sheep_ocean, FALSE,0.4899467800635046,False,2,True,True,True
65_doctor_store, TRUE,0.6622974954429792,True,2,True,True,False
65_student_apartment, TRUE,0.7079318486455635,True,2,True,True,False
65_butcher_skyscraper, TRUE,0.5988245866165991,True,2,True,True,False
65_toddler_stream, TRUE,0.6740722785661837,True,2,False,True,False
66_chipmunk_forest, FALSE,0.48581314646378776,False,3,True,True,False
66_ant_savannah, FALSE,0.5369560192695941,True,3,True,True,False
66_architect_hospital, TRUE,0.5929161486827083,True,3,True,True,False
66_crocodile_cave, FALSE,0.48954254771271616,False,3,True,True,True
66_engineer_ocean, TRUE,0.5797815013817901,True,3,False,True,False
67_sheep_cave, FALSE,0.49917219325635614,False,4,True,True,True
67_woman_office, TRUE,0.5920162720635601,True,4,True,True,False
67_butcher_museum, TRUE,0.4437520419983455,False,4,True,True,False
67_toddler_house, TRUE,0.5339983738452702,True,4,True,True,False
67_human_tundra, TRUE,0.3738267114246404,False,4,False,True,False
68_soldier_hospital, TRUE,0.5098253850070456,True,5,True,True,True
68_butcher_alley, TRUE,0.42818669610156257,False,5,True,True,False
68_crocodile_creek, FALSE,0.7008340416925541,True,5,True,True,False
68_salamander_lake, FALSE,0.6320788220662639,True,5,True,True,False
68_condor_hospital, FALSE,0.6234915119810894,True,5,False,True,False
69_lion_savannah, FALSE,0.49785804810305784,False,6,True,True,True
69_human_library, TRUE,0.48361506884376093,False,6,True,True,False
69_sheep_creek, FALSE,0.7993138568667534,True,6,True,True,False
69_human_store, TRUE,0.5098291835390977,True,6,True,True,False
69_chipmunk_hospital, FALSE,0.5963569332990121,True,6,False,True,False
70_soldier_skyscraper, TRUE,0.220522730838932,False,7,True,True,False
70_student_library, TRUE,0.5370821614898443,True,7,True,True,True
70_lion_ocean, FALSE,0.754565448569839,True,7,True,True,False
70_condor_delta, FALSE,0.6917056424433965,True,7,True,True,False
70_shark_house, FALSE,0.7544354044740491,True,7,False,True,False
71_bee_savannah, FALSE,0.7853908760903823,True,8,True,True,False
71_chipmunk_delta, FALSE,0.7875452977100345,True,8,True,True,False
71_doctor_condominium, TRUE,0.6562384036786506,True,8,True,True,False
71_woman_restaurant, TRUE,0.8312211799527726,True,8,True,True,False
71_ant_condominium, FALSE,0.6278790391258646,True,8,False,True,True
72_soldier_museum, TRUE,0.297497829859905,False,9,True,True,False
72_soldier_alley, TRUE,0.3864169637461459,False,9,True,True,False
72_banker_hospital, TRUE,0.4638834714211516,False,9,True,True,True
72_lion_cave, FALSE,0.7584127443165996,True,9,True,True,False
72_engineer_cave, TRUE,0.207651219725829,False,9,False,True,False
73_sheep_ocean, FALSE,0.4751477315737264,False,2,True,True,True
73_doctor_store, TRUE,0.6315366204232121,True,2,True,True,False
73_student_apartment, TRUE,0.6714444694813126,True,2,True,True,False
73_butcher_skyscraper, TRUE,0.5867513340864443,True,2,True,True,False
73_toddler_stream, TRUE,0.6306440650119779,True,2,False,True,False
74_chipmunk_forest, FALSE,0.43887533556231695,False,3,True,True,False
74_ant_savannah, FALSE,0.4824891019649236,False,3,True,True,True
74_architect_hospital, TRUE,0.608936570942573,True,3,True,True,False
74_crocodile_cave, FALSE,0.4332703829511388,False,3,True,True,False
74_engineer_ocean, TRUE,0.6070727844974622,True,3,False,True,False
75_sheep_cave, FALSE,0.4811186327820257,False,4,True,True,False
75_woman_office, TRUE,0.6318791787246986,True,4,True,True,False
75_butcher_museum, TRUE,0.5020952277358623,True,4,True,True,True
75_toddler_house, TRUE,0.5676800945087265,True,4,True,True,False
75_human_tundra, TRUE,0.467777136384834,False,4,False,True,False
76_soldier_hospital, TRUE,0.5751518299809495,True,5,True,True,False
76_butcher_alley, TRUE,0.5684364169014725,True,5,True,True,False
76_crocodile_creek, FALSE,0.49779604427422036,False,5,True,True,True
76_salamander_lake, FALSE,0.5599763265358687,True,5,True,True,False
76_condor_hospital, FALSE,0.5041140696522681,True,5,False,True,False
77_lion_savannah, FALSE,0.5414903110085444,True,6,True,True,False
77_human_library, TRUE,0.5447351956996068,True,6,True,True,False
77_sheep_creek, FALSE,0.6168628086706686,True,6,True,True,False
77_human_store, TRUE,0.53852347424183,True,6,True,True,True
77_chipmunk_hospital, FALSE,0.6574439006062484,True,6,False,True,False
78_soldier_skyscraper, TRUE,0.3251714054365508,False,7,True,True,False
78_student_library, TRUE,0.5512283579533,True,7,True,True,True
78_lion_ocean, FALSE,0.7415643472075437,True,7,True,True,False
78_condor_delta, FALSE,0.7426667486498068,True,7,True,True,False
78_shark_house, FALSE,0.7395113384314072,True,7,False,True,False
79_bee_savannah, FALSE,0.8240961541958782,True,8,True,True,False
79_chipmunk_delta, FALSE,0.8928668756122327,True,8,True,True,False
79_doctor_condominium, TRUE,0.30470720768985093,False,8,True,True,False
79_woman_restaurant, TRUE,0.5078700324707885,True,8,True,True,True
79_ant_condominium, FALSE,0.822140606414598,True,8,False,True,False
80_soldier_museum, TRUE,0.608315963892492,True,9,True,True,False
80_soldier_alley, TRUE,0.5829548135860241,True,9,True,True,False
80_banker_hospital, TRUE,0.6541986173604137,True,9,True,True,False
80_lion_cave, FALSE,0.47076226601562765,False,9,True,True,True
80_engineer_cave, TRUE,0.5409153446887556,True,9,False,True,False
81_sheep_ocean, FALSE,0.7272905001976961,True,2,True,False,False
81_doctor_store, TRUE,0.41702013569799623,False,2,True,False,False
81_student_apartment, TRUE,0.5567074643882164,True,2,True,False,False
81_butcher_skyscraper, TRUE,0.38058178017330624,False,2,True,False,False
81_toddler_stream, TRUE,0.4683346862477967,False,2,False,False,True
82_chipmunk_forest, FALSE,0.5217472108778058,True,3,True,False,False
82_ant_savannah, FALSE,0.5918946376543334,True,3,True,False,False
82_architect_hospital, TRUE,0.4816109853727623,False,3,True,False,True
82_crocodile_cave, FALSE,0.5716124646292268,True,3,True,False,False
82_engineer_ocean, TRUE,0.3822468121974725,False,3,False,False,False
83_sheep_cave, FALSE,0.5539898238902297,True,4,True,False,False
83_woman_office, TRUE,0.6609447550578905,True,4,True,False,False
83_butcher_museum, TRUE,0.4669937340433873,False,4,True,False,False
83_toddler_house, TRUE,0.5200526484863848,True,4,True,False,True
83_human_tundra, TRUE,0.4438678161496592,False,4,False,False,False
84_soldier_hospital, TRUE,0.4684686241778237,False,5,True,False,False
84_butcher_alley, TRUE,0.510048454362934,True,5,True,False,False
84_crocodile_creek, FALSE,0.5381565768130256,True,5,True,False,False
84_salamander_lake, FALSE,0.4992055756684932,False,5,True,False,True
84_condor_hospital, FALSE,0.6584775338685089,True,5,False,False,False
85_lion_savannah, FALSE,0.5016670013234001,True,6,True,False,True
85_human_library, TRUE,0.6324716804678353,True,6,True,False,False
